Y_1,X_1,Y_2,X_2,Y_3,X_3,Y_4,X_4,Y_5,X_5,Y_6,X_6,Y_7,X_7
-0.286852926,0.9812449813,-0.3010017574,0.9814724922,-0.3362807035,0.9836360812,-0.3774506152,0.9875665307,-0.4560205936,0.9927072525,-0.5309082866,0.9952058792,-0.6849892139,0.9974837303
-0.2771288455,0.9805762768,-0.2908595204,0.9808375239,-0.3253924847,0.9832280874,-0.3658676744,0.9873851538,-0.443243742,0.9926751256,-0.5170509815,0.9952059984,-0.6689814329,0.997494936
-0.2677361369,0.9798980951,-0.28106457,0.9801951647,-0.3148735166,0.9828234315,-0.3546689749,0.9872096181,-0.4308714867,0.9926455617,-0.5036140084,0.9952071309,-0.6534219384,0.9975060821
-0.2586635351,0.9792111516,-0.2716049254,0.9795459509,-0.304711014,0.9824230075,-0.3438412547,0.9870407581,-0.4188900888,0.9926188588,-0.4905834794,0.9952092171,-0.6382964849,0.9975174665
-0.2499000579,0.9785158038,-0.2624689341,0.9788905978,-0.2948925793,0.9820274115,-0.3333717287,0.9868782163,-0.407286346,0.9925944209,-0.4779458642,0.9952122569,-0.6235913634,0.9975286722
-0.2414351106,0.977812767,-0.2536454499,0.9782296419,-0.2854062617,0.9816370606,-0.3232479692,0.9867219329,-0.396047473,0.9925724864,-0.4656881392,0.99521631,-0.6092933416,0.9975401163
-0.2332584411,0.9771025777,-0.2451236248,0.9775637984,-0.276240468,0.9812524915,-0.3134580553,0.9865723848,-0.3851610422,0.9925526977,-0.453797698,0.995221138,-0.5953894258,0.997551322
-0.2253601849,0.9763855934,-0.2368929982,0.9768934846,-0.2673840523,0.9808743,-0.3039904237,0.9864292145,-0.3746151924,0.9925352335,-0.4422624707,0.9952266216,-0.5818673968,0.9975627065
-0.2177307606,0.9756624103,-0.228943482,0.9762192965,-0.2588262856,0.9805030227,-0.2948339581,0.9862924218,-0.3643983901,0.9925198555,-0.4310706854,0.9952328205,-0.5687150955,0.9975739121
-0.2103609294,0.9749334455,-0.2212653309,0.9755418301,-0.2505567372,0.9801389575,-0.2859778702,0.9861619473,-0.3544994891,0.9925066829,-0.4202109873,0.9952398539,-0.5559209585,0.9975851178
-0.2032417506,0.9741992354,-0.2138490975,0.9748616219,-0.2425653636,0.9797827005,-0.2774118185,0.986037612,-0.3449077606,0.9924952984,-0.4096724689,0.9952471852,-0.5434738398,0.9975964427
-0.1963646263,0.9734601974,-0.206685707,0.9741792083,-0.2348424792,0.9794344902,-0.2691257596,0.9859198928,-0.3356128633,0.9924855828,-0.3994444907,0.9952553511,-0.5313628316,0.9976075292
