x,y,z,Density,Momentum_0,Momentum_1,Momentum_2,Energy,Turb_Kin_Energy,Omega,Pressure,Temperature,Mach,Pressure_Coefficient,Velocity_0,Velocity_1,Velocity_2,Laminar_Viscosity,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Heat_Flux,Y_Plus,Eddy_Viscosity,Vorticity,Q_Criterion,Orthogonality,Aspect_Ratio,Volume_Ratio
7.222245130833471e-06,-0.0006999470642767,0.0,0.7277309894561768,0.0,0.0,0.0,156920.25,1.000000013351432e-10,4585376768.0,62768.09765625,300.4681701660156,0.0,0.9996150732040404,0.0,0.0,0.0,1.8481307051843032e-05,2.083456638501957e-05,-0.0010014873696491,0.0,-0.0,0.0565703138709068,1.5870691129225862e-20,18342.654296875,-535.5466918945312,85.4520034790039,38.03718948364258,1.022366642951965
8.091044037428219e-06,-0.0007405312499031,0.0,0.7277296781539917,0.0,0.0,0.0,156919.953125,1.000000013351432e-10,4587219456.0,62767.98046875,300.4681396484375,0.0,0.9992675185203552,0.0,0.0,0.0,1.848130523285363e-05,2.3616816179128364e-05,-0.001071534003131,0.0,-0.0,0.0585042349994182,1.5864286941827112e-20,19626.107421875,-515.1621704101562,85.2625503540039,38.88169860839844,1.0223735570907593
9.031105946633032e-06,-0.0007820180617272,0.0,0.7277282476425171,0.0,0.0,0.0,156919.625,1.000000013351432e-10,4589112320.0,62767.8515625,300.4681091308594,0.0,0.99888813495636,0.0,0.0,0.0,1.8481303413864225e-05,2.664513340278063e-05,-0.0011431587627157,0.0,-0.0,0.0604163222014904,1.5857711502192172e-20,20938.58203125,-497.443115234375,85.07493591308594,39.744850158691406,1.0223807096481323
1.0046527677332053e-05,-0.0008244275231845,0.0,0.7277266979217529,0.0,0.0,0.0,156919.28125,1.000000013351432e-10,4591051264.0,62767.7109375,300.46807861328125,0.0,0.9984750747680664,0.0,0.0,0.0,1.848130159487482e-05,2.993463567690924e-05,-0.0012164078652858,0.0,-0.0,0.0623097009956836,1.5850980966192372e-20,22280.939453125,-482.3936767578125,84.88920593261719,40.62710571289063,1.0223907232284546
1.1141630238853397e-05,-0.0008677802397869,0.0,0.7277250289916992,0.0,0.0,0.0,156918.90625,1.000000013351432e-10,4593033216.0,62767.55859375,300.4680480957031,0.0,0.9980263710021972,0.0,0.0,0.0,1.848130159487482e-05,3.3501371945021674e-05,-0.0012913295067846,0.0,-0.0,0.0641871690750122,1.5844105027350522e-20,23654.080078125,-469.88623046875,84.7054214477539,41.52873992919922,1.022391438484192
1.2320954738243016e-05,-0.0009120965842157,0.0,0.7277231812477112,0.0,0.0,0.0,156918.484375,1.000000013351432e-10,4595053568.0,62767.39453125,300.468017578125,0.0,0.9975400567054749,0.0,0.0,0.0,1.8481299775885415e-05,3.736235885298811e-05,-0.0013679732801392,0.0,-0.0,0.0660512298345565,1.5837099841537967e-20,25058.92578125,-459.7054748535156,84.52364349365234,42.44941329956055,1.022365689277649
1.3589250556833576e-05,-0.0009573965799063,0.0,0.7277212142944336,0.0,0.0,0.0,156918.046875,1.000000013351432e-10,4597108736.0,62767.21875,300.4679870605469,0.0,0.997014045715332,0.0,0.0,0.0,1.848129795689601e-05,4.153564077569172e-05,-0.0014463887782767,0.0,-0.0,0.0679041147232055,1.5829976717864634e-20,26496.40625,-451.5771179199219,84.34392547607422,43.38966369628906,1.0223734378814695
1.4951559023757e-05,-0.0010037017054855,0.0,0.7277190685272217,0.0,0.0,0.0,156917.5625,1.000000013351432e-10,4599194112.0,62767.02734375,300.4679260253906,0.0,0.9964460730552672,0.0,0.0,0.0,1.848129613790661e-05,4.604044079314917e-05,-0.0015266303671523,0.0,-0.0,0.0697479173541069,1.5822751812201866e-20,27967.541015625,-445.2168884277344,84.16637420654297,44.3505973815918,1.0223815441131592
1.6413194316555746e-05,-0.0010510341962799,0.0,0.7277168035507202,0.0,0.0,0.0,156917.046875,1.000000013351432e-10,4601305088.0,62766.81640625,300.4678955078125,0.0,0.9958337545394896,0.0,0.0,0.0,1.8481292499927804e-05,5.089725891593844e-05,-0.0016087552066892,0.0,-0.0,0.0715845972299575,1.5815442896008136e-20,29473.400390625,-440.3464050292969,83.9911117553711,45.33267211914063,1.0223901271820068
1.7979758922592737e-05,-0.0010994167532771,0.0,0.7277143001556396,0.0,0.0,0.0,156916.484375,1.000000013351432e-10,4603436544.0,62766.59375,300.46783447265625,0.0,0.9951746463775636,0.0,0.0,0.0,1.84812906809384e-05,5.612791210296564e-05,-0.0016928227851167,0.0,-0.0,0.073415957391262,1.5808066125154782e-20,31015.09765625,-436.7088623046875,83.8182144165039,46.33636093139648,1.0223991870880127
