"x","y","mut"
  0.7500000,      6.1549515E-02,  2.8616549E-03
  0.7500000,      6.1784811E-02,  2.8737888E-03
  0.7500000,      6.2024906E-02,  2.8856630E-03
  0.7500000,      6.2269881E-02,  2.8972679E-03
  0.7500000,      6.2519863E-02,  2.9086280E-03
  0.7500000,      6.2774926E-02,  2.9197740E-03
  0.7500000,      6.3035190E-02,  2.9307394E-03
  0.7500000,      6.3300759E-02,  2.9415605E-03
  0.7500000,      6.3571736E-02,  2.9522735E-03
  0.7500000,      6.3848235E-02,  2.9629152E-03
  0.7500000,      6.4130358E-02,  2.9735207E-03
  0.7500000,      6.4418241E-02,  2.9841242E-03
  0.7500000,      6.4711981E-02,  2.9947581E-03
  0.7500000,      6.5011710E-02,  3.0054520E-03
  0.7500000,      6.5317541E-02,  3.0162334E-03
  0.7500000,      6.5629609E-02,  3.0271276E-03
  0.7500000,      6.5948032E-02,  3.0381568E-03
  0.7500000,      6.6272937E-02,  3.0493420E-03
  0.7500000,      6.6604465E-02,  3.0607018E-03
  0.7500000,      6.6942751E-02,  3.0722527E-03
  0.7500000,      6.7287922E-02,  3.0840109E-03
  0.7500000,      6.7640133E-02,  3.0959905E-03
  0.7500000,      6.7999512E-02,  3.1082053E-03
  0.7500000,      6.8366215E-02,  3.1206678E-03
  0.7500000,      6.8740390E-02,  3.1333906E-03
  0.7500000,      6.9122188E-02,  3.1463851E-03
  0.7500000,      6.9511764E-02,  3.1596627E-03
  0.7500000,      6.9909275E-02,  3.1732339E-03
  0.7500000,      7.0314892E-02,  3.1871102E-03
  0.7500000,      7.0728764E-02,  3.2013012E-03
  0.7500000,      7.1151070E-02,  3.2158173E-03
  0.7500000,      7.1581982E-02,  3.2306691E-03
  0.7500000,      7.2021671E-02,  3.2458662E-03
  0.7500000,      7.2470322E-02,  3.2614190E-03
  0.7500000,      7.2928108E-02,  3.2773381E-03
  0.7500000,      7.3395222E-02,  3.2936330E-03
  0.7500000,      7.3871851E-02,  3.3103146E-03
  0.7500000,      7.4358195E-02,  3.3273930E-03
  0.7500000,      7.4854441E-02,  3.3448781E-03
  0.7500000,      7.5360790E-02,  3.3627809E-03
  0.7500000,      7.5877473E-02,  3.3811114E-03
  0.7500000,      7.6404676E-02,  3.3998801E-03
  0.7500000,      7.6942608E-02,  3.4190973E-03
  0.7500000,      7.7491522E-02,  3.4387740E-03
  0.7500000,      7.8051612E-02,  3.4589204E-03
  0.7500000,      7.8623101E-02,  3.4795478E-03
  0.7500000,      7.9206243E-02,  3.5006665E-03
  0.7500000,      7.9801247E-02,  3.5222876E-03
  0.7500000,      8.0408394E-02,  3.5444221E-03
  0.7500000,      8.1027910E-02,  3.5670809E-03
  0.7500000,      8.1660032E-02,  3.5902751E-03
  0.7500000,      8.2305044E-02,  3.6140159E-03
  0.7500000,      8.2963198E-02,  3.6383141E-03
  0.7500000,      8.3634749E-02,  3.6631813E-03
  0.7500000,      8.4319994E-02,  3.6886283E-03
  0.7500000,      8.5019186E-02,  3.7146662E-03
  0.7500000,      8.5732639E-02,  3.7413063E-03
  0.7500000,      8.6460620E-02,  3.7685595E-03
  0.7500000,      8.7203428E-02,  3.7964366E-03
  0.7500000,      8.7961376E-02,  3.8249488E-03
  0.7500000,      8.8734761E-02,  3.8541062E-03
  0.7500000,      8.9523897E-02,  3.8839197E-03
  0.7500000,      9.0329126E-02,  3.9143995E-03
  0.7500000,      9.1150746E-02,  3.9455555E-03
  0.7500000,      9.1989115E-02,  3.9773984E-03
  0.7500000,      9.2844561E-02,  4.0099360E-03
  0.7500000,      9.3717426E-02,  4.0431786E-03
  0.7500000,      9.4608083E-02,  4.0771347E-03
  0.7500000,      9.5516875E-02,  4.1118124E-03
  0.7500000,      9.6444204E-02,  4.1472185E-03
  0.7500000,      9.7390398E-02,  4.1833613E-03
  0.7500000,      9.8355874E-02,  4.2202463E-03
  0.7500000,      9.9341050E-02,  4.2578802E-03
  0.7500000,      0.1003463    ,  4.2962669E-03
  0.7500000,      0.1013720    ,  4.3354109E-03
  0.7500000,      0.1024186    ,  4.3753162E-03
  0.7500000,      0.1034865    ,  4.4159833E-03
  0.7500000,      0.1045762    ,  4.4574146E-03
  0.7500000,      0.1056881    ,  4.4996096E-03
  0.7500000,      0.1068226    ,  4.5425668E-03
  0.7500000,      0.1079802    ,  4.5862840E-03
  0.7500000,      0.1091615    ,  4.6307566E-03
  0.7500000,      0.1103667    ,  4.6759793E-03
  0.7500000,      0.1115966    ,  4.7219442E-03
  0.7500000,      0.1128515    ,  4.7686426E-03
  0.7500000,      0.1141320    ,  4.8160646E-03
  0.7500000,      0.1154385    ,  4.8641954E-03
  0.7500000,      0.1167717    ,  4.9130209E-03
  0.7500000,      0.1181321    ,  4.9625249E-03
  0.7500000,      0.1195201    ,  5.0126873E-03
  0.7500000,      0.1209364    ,  5.0634854E-03
  0.7500000,      0.1223816    ,  5.1148972E-03
  0.7500000,      0.1238563    ,  5.1668938E-03
  0.7500000,      0.1253609    ,  5.2194465E-03
  0.7500000,      0.1268962    ,  5.2725240E-03
  0.7500000,      0.1284629    ,  5.3260904E-03
  0.7500000,      0.1300614    ,  5.3801080E-03
  0.7500000,      0.1316925    ,  5.4345359E-03
  0.7500000,      0.1333568    ,  5.4893298E-03
  0.7500000,      0.1350550    ,  5.5444436E-03
  0.7500000,      0.1367878    ,  5.5998266E-03
  0.7500000,      0.1385560    ,  5.6554242E-03
  0.7500000,      0.1403601    ,  5.7111811E-03
  0.7500000,      0.1422010    ,  5.7670367E-03
  0.7500000,      0.1440794    ,  5.8229286E-03
  0.7500000,      0.1459961    ,  5.8787903E-03
  0.7500000,      0.1479518    ,  5.9345523E-03
  0.7500000,      0.1499474    ,  5.9901434E-03
  0.7500000,      0.1519836    ,  6.0454877E-03
  0.7500000,      0.1540613    ,  6.1005075E-03
  0.7500000,      0.1561814    ,  6.1551202E-03
  0.7500000,      0.1583446    ,  6.2092436E-03
  0.7500000,      0.1605519    ,  6.2627895E-03
  0.7500000,      0.1628042    ,  6.3156690E-03
  0.7500000,      0.1651023    ,  6.3677896E-03
  0.7500000,      0.1674473    ,  6.4190584E-03
  0.7500000,      0.1698401    ,  6.4693787E-03
  0.7500000,      0.1722816    ,  6.5186536E-03
  0.7500000,      0.1747728    ,  6.5667825E-03
  0.7500000,      0.1773148    ,  6.6136662E-03
  0.7500000,      0.1799086    ,  6.6592004E-03
  0.7500000,      0.1825552    ,  6.7032827E-03
  0.7500000,      0.1852558    ,  6.7458055E-03
  0.7500000,      0.1880113    ,  6.7866631E-03
  0.7500000,      0.1908230    ,  6.8257456E-03
  0.7500000,      0.1936920    ,  6.8629431E-03
  0.7500000,      0.1966194    ,  6.8981424E-03
  0.7500000,      0.1996065    ,  6.9312295E-03
  0.7500000,      0.2026544    ,  6.9620856E-03
  0.7500000,      0.2057645    ,  6.9905892E-03
  0.7500000,      0.2089378    ,  7.0166131E-03
  0.7500000,      0.2121759    ,  7.0400261E-03
  0.7500000,      0.2154799    ,  7.0606861E-03
  0.7500000,      0.2188512    ,  7.0784409E-03
  0.7500000,      0.2222912    ,  7.0931232E-03
  0.7500000,      0.2258013    ,  7.1045421E-03
  0.7500000,      0.2293829    ,  7.1124770E-03
  0.7500000,      0.2330374    ,  7.1166614E-03
  0.7500000,      0.2367665    ,  7.1167611E-03
  0.7500000,      0.2405715    ,  7.1123289E-03
  0.7500000,      0.2444540    ,  7.1027069E-03
  0.7500000,      0.2484155    ,  7.0867613E-03
  0.7500000,      0.2524579    ,  7.0610614E-03
  0.7500000,      0.2565826    ,  7.0164283E-03
  0.7500000,      0.2607912    ,  6.9675664E-03
  0.7500000,      0.2650857    ,  6.9209761E-03
  0.7500000,      0.2694677    ,  6.8766065E-03
  0.7500000,      0.2739388    ,  6.8343799E-03
  0.7500000,      0.2785012    ,  6.7942194E-03
  0.7500000,      0.2831564    ,  6.7560496E-03
  0.7500000,      0.2879065    ,  6.7197969E-03
  0.7500000,      0.2927533    ,  6.6853864E-03
  0.7500000,      0.2976990    ,  6.6527482E-03
  0.7500000,      0.3027453    ,  6.6218115E-03
  0.7500000,      0.3078945    ,  6.5925061E-03
  0.7500000,      0.3131486    ,  6.5647662E-03
  0.7500000,      0.3185097    ,  6.5385248E-03
  0.7500000,      0.3239800    ,  6.5137185E-03
  0.7500000,      0.3295618    ,  6.4902846E-03
  0.7500000,      0.3352574    ,  6.4681610E-03
  0.7500000,      0.3410689    ,  6.4472901E-03
  0.7500000,      0.3469988    ,  6.4276140E-03
  0.7500000,      0.3530496    ,  6.4090760E-03
  0.7500000,      0.3592236    ,  6.3916221E-03
  0.7500000,      0.3655234    ,  6.3752010E-03
  0.7500000,      0.3719515    ,  6.3597606E-03
  0.7500000,      0.3785107    ,  6.3452534E-03
  0.7500000,      0.3852034    ,  6.3316310E-03
  0.7500000,      0.3920325    ,  6.3188486E-03
  0.7500000,      0.3990007    ,  6.3068625E-03
  0.7500000,      0.4061109    ,  6.2956298E-03
  0.7500000,      0.4133659    ,  6.2851114E-03
  0.7500000,      0.4207688    ,  6.2752673E-03
  0.7500000,      0.4283224    ,  6.2660603E-03
  0.7500000,      0.4360300    ,  6.2574558E-03
  0.7500000,      0.4438946    ,  6.2494194E-03
  0.7500000,      0.4519194    ,  6.2419176E-03
  0.7500000,      0.4601076    ,  6.2349206E-03
  0.7500000,      0.4684628    ,  6.2283976E-03
  0.7500000,      0.4769881    ,  6.2223217E-03
  0.7500000,      0.4856871    ,  6.2166648E-03
  0.7500000,      0.4945634    ,  6.2114019E-03
  0.7500000,      0.5036204    ,  6.2065087E-03
  0.7500000,      0.5128620    ,  6.2019620E-03
  0.7500000,      0.5222919    ,  6.1977403E-03
  0.7500000,      0.5319139    ,  6.1938222E-03
  0.7500000,      0.5417320    ,  6.1901892E-03
  0.7500000,      0.5517499    ,  6.1868224E-03
  0.7500000,      0.5619721    ,  6.1837034E-03
  0.7500000,      0.5724025    ,  6.1808173E-03
  0.7500000,      0.5830454    ,  6.1781476E-03
  0.7500000,      0.5939052    ,  6.1756801E-03
  0.7500000,      0.6049861    ,  6.1734002E-03
  0.7500000,      0.6162928    ,  6.1712954E-03
  0.7500000,      0.6278299    ,  6.1693536E-03
  0.7500000,      0.6396020    ,  6.1675636E-03
  0.7500000,      0.6516140    ,  6.1659142E-03
  0.7500000,      0.6638706    ,  6.1643962E-03
  0.7500000,      0.6763770    ,  6.1629992E-03
  0.7500000,      0.6891382    ,  6.1617140E-03
  0.7500000,      0.7021593    ,  6.1605340E-03
  0.7500000,      0.7154458    ,  6.1594499E-03
  0.7500000,      0.7290028    ,  6.1584557E-03
  0.7500000,      0.7428362    ,  6.1575444E-03
  0.7500000,      0.7569513    ,  6.1567090E-03
  0.7500000,      0.7713540    ,  6.1559444E-03
  0.7500000,      0.7860501    ,  6.1552450E-03
  0.7500000,      0.8010457    ,  6.1546052E-03
  0.7500000,      0.8163467    ,  6.1540222E-03
  0.7500000,      0.8319594    ,  6.1534890E-03
  0.7500000,      0.8478903    ,  6.1530033E-03
  0.7500000,      0.8641457    ,  6.1525609E-03
