"x","cf"
 7.126555443E-01, 6.425234955E-03
 7.163776159E-01, 6.428398658E-03
 7.201035023E-01, 6.425134372E-03
 7.238328457E-01, 6.415013224E-03
 7.275652289E-01, 6.397556048E-03
 7.313002348E-01, 6.373018026E-03
 7.350375056E-01, 6.341947708E-03
 7.387765050E-01, 6.304303650E-03
 7.425169349E-01, 6.260004360E-03
 7.462582588E-01, 6.209156476E-03
 7.500000000E-01, 6.151362788E-03
 7.537417412E-01, 6.086730398E-03
 7.574830651E-01, 6.016295869E-03
 7.612234950E-01, 5.940431729E-03
 7.649624944E-01, 5.858951248E-03
 7.686997652E-01, 5.772071425E-03
 7.724347711E-01, 5.679851864E-03
 7.761671543E-01, 5.582285114E-03
 7.798964977E-01, 5.480086897E-03
 7.836223841E-01, 5.374119151E-03
 7.873444557E-01, 5.264706444E-03
 7.910624146E-01, 5.152015481E-03
 7.947759032E-01, 5.036474206E-03
 7.984845638E-01, 4.918485880E-03
 8.021881580E-01, 4.798152484E-03
 8.058864474E-01, 4.675824661E-03
 8.095791340E-01, 4.552314058E-03
 8.132660985E-01, 4.428164102E-03
 8.169470429E-01, 4.303565249E-03
 8.206219077E-01, 4.178820178E-03
 8.242905140E-01, 4.054297693E-03
 8.279526830E-01, 3.930326086E-03
 8.316084146E-01, 3.807225032E-03
 8.352575898E-01, 3.685293486E-03
 8.389002085E-01, 3.564815037E-03
 8.425360918E-01, 3.446051385E-03
 8.461654186E-01, 3.329246538E-03
 8.497880697E-01, 3.214626340E-03
 8.534040451E-01, 3.102398710E-03
 8.570134640E-01, 2.992747817E-03
 8.606162667E-01, 2.885841299E-03
 8.642125726E-01, 2.781829098E-03
 8.678025007E-01, 2.680841368E-03
 8.713859916E-01, 2.582992660E-03
 8.749632239E-01, 2.488380298E-03
 8.785342574E-01, 2.397089964E-03
 8.820991516E-01, 2.309247386E-03
 8.856580257E-01, 2.225209028E-03
 8.892109394E-01, 2.145845210E-03
 8.927580714E-01, 2.071837662E-03
 8.962994814E-01, 1.999020576E-03
 8.998351693E-01, 1.922450960E-03
 9.033653736E-01, 1.848739106E-03
 9.068900347E-01, 1.785367262E-03
 9.104093313E-01, 1.728235977E-03
 9.139232635E-01, 1.673002378E-03
 9.174320102E-01, 1.620055176E-03
 9.209355116E-01, 1.570018358E-03
 9.244338870E-01, 1.523099840E-03
 9.279271364E-01, 1.479304046E-03
 9.314152598E-01, 1.438555075E-03
 9.348984361E-01, 1.400776324E-03
 9.383764863E-01, 1.365867443E-03
 9.418495297E-01, 1.333797118E-03
 9.453175068E-01, 1.304539968E-03
 9.487804770E-01, 1.277951174E-03
 9.522383213E-01, 1.253923750E-03
 9.556910396E-01, 1.232373994E-03
 9.591385126E-01, 1.213171869E-03
 9.625808001E-01, 1.196304336E-03
 9.660176635E-01, 1.181781292E-03
 9.694492221E-01, 1.169448602E-03
 9.728752375E-01, 1.159176114E-03
 9.762956500E-01, 1.150836586E-03
 9.797102809E-01, 1.144424779E-03
 9.831191301E-01, 1.140001696E-03
 9.865219593E-01, 1.137411571E-03
 9.899187088E-01, 1.136475592E-03
 9.933091998E-01, 1.137144631E-03
 9.966932535E-01, 1.139489352E-03
 1.000070810E+00, 1.143461792E-03
 1.003441572E+00, 1.148835290E-03
 1.006805539E+00, 1.155567239E-03
 1.010162354E+00, 1.163764391E-03
 1.013512015E+00, 1.173309167E-03
 1.016854167E+00, 1.184007851E-03
 1.020188808E+00, 1.195914578E-03
 1.023515701E+00, 1.209068578E-03
 1.026834726E+00, 1.223235857E-03
 1.030145645E+00, 1.238425612E-03
 1.033448219E+00, 1.254711649E-03
 1.036742330E+00, 1.271858695E-03
 1.040027857E+00, 1.289906795E-03
 1.043304682E+00, 1.308835344E-03
 1.046572447E+00, 1.328489627E-03
 1.049831152E+00, 1.348960679E-03
 1.053080559E+00, 1.370055717E-03
 1.056320548E+00, 1.391785452E-03
 1.059551001E+00, 1.414160361E-03
 1.062771678E+00, 1.437016181E-03
 1.065982580E+00, 1.460413216E-03
 1.069183350E+00, 1.484208507E-03
 1.072374105E+00, 1.508394256E-03
 1.075554609E+00, 1.532921800E-03
 1.078724742E+00, 1.557716052E-03
 1.081884384E+00, 1.582769444E-03
 1.085033417E+00, 1.607982209E-03
 1.088171721E+00, 1.633358654E-03
 1.091299176E+00, 1.658793190E-03
 1.094415784E+00, 1.684293849E-03
 1.097521424E+00, 1.709753880E-03
 1.100615978E+00, 1.735150348E-03
 1.103699327E+00, 1.760551822E-03
 1.106771350E+00, 1.785684726E-03
